name,atco_code,easting,northing,longitude,latitude,stop_type
Abbey Road DLR Station,9400ZZDLABR,539082,183349,0.003736679,51.53192649,MET
Abbey Wood (London) Rail Station,9100ABWD,547374,179035,0.121394115,51.49106247,RLY
Acton Central Rail Station,9100ACTNCTL,520645,180295,-0.262970615,51.50871628,RLY
Acton Main Line Rail Station,9100ACTONML,520360,181230,-0.266756362,51.51718015,RLY
Acton Town Underground Station,9400ZZLUACT,519446,179637,-0.280461707,51.50305703,MET
Addington Village Tram Stop,9400ZZCRADV,537080,163744,-0.032693722,51.35624073,MET
Addiscombe Tram Stop,9400ZZCRADD,534188,166290,-0.073241922,51.37981035,MET
Addlestone Rail Station,9100ADLESTN,505587,164866,-0.484456717,51.37304566,RLY
Albany Park Rail Station,9100ALBNYPK,547855,172860,0.125737156,51.43545266,RLY
Aldershot Rail Station,9100ALDRSHT,486656,150424,-0.759859799,51.24641838,RLY
Aldgate East Underground Station,9400ZZLUADE,533852,181329,-0.07238358,51.51503708,MET
Aldgate Underground Station,9400ZZLUALD,533625,181235,-0.075688607,51.51424605,MET
Alexandra Palace Rail Station,9100ALEXNDP,530295,190460,-0.120235139,51.597924,RLY
All Saints DLR Station,9400ZZDLALL,537975,180990,-0.013135345,51.51099984,MET
Alperton Underground Station,9400ZZLUALP,518020,183784,-0.299609518,51.54062735,MET
Amersham Rail Station,9100AMERSHM,496379,198188,-0.607596056,51.6742058,RLY
Amersham Underground Station,9400ZZLUAMS,496371,198179,-0.607714193,51.67412627,MET
Ampere Way Tram Stop,9400ZZCRAMP,530673,166476,-0.12365108,51.38230116,MET
Anerley Rail Station,9100ANERLEY,534605,169900,-0.06588584,51.41215299,RLY
Angel Road Rail Station,9100ANGELRD,535200,192200,-0.048791341,51.61240493,RLY
Angel Underground Station,9400ZZLUAGL,531476,183224,-0.105898498,51.53262396,MET
Apsley Rail Station,9100APSLEY,506245,204874,-0.462934733,51.73252176,RLY
Archway Underground Station,9400ZZLUACY,529377,186826,-0.134819061,51.56547821,MET
Arena Tram Stop,9400ZZCRARA,535190,167620,-0.058347195,51.39152484,MET
Arnos Grove Underground Station,9400ZZLUASG,529354,192497,-0.133062424,51.61644622,MET
Arsenal Underground Station,9400ZZLUASL,531293,186116,-0.107457175,51.55865543,MET
Ascot Rail Station,9100ASCOT,492200,168300,-0.675833169,51.40624365,RLY
Ash Rail Station,9100ASHH,489934,150834,-0.712805387,51.24959732,RLY
Ash Vale Rail Station,9100ASHVALE,489273,153342,-0.721648509,51.27224694,RLY
Ashford (Surrey) Rail Station,9100ASFDMSX,506580,171947,-0.468070916,51.4365072,RLY
Ashtead Rail Station,9100ASHD,518040,159000,-0.307571686,51.31787379,RLY
Ashurst (Kent) Rail Station,9100ASHURST,550726,138801,0.152652203,51.1286628,RLY
Avenue Road Tram Stop,9400ZZCRAVE,535762,169335,-0.049475592,51.40680009,MET
Aylesford Rail Station,9100AYLESFD,572017,158687,0.466170684,51.30131784,RLY
Bagshot Rail Station,9100BAGSHOT,491391,163627,-0.688661911,51.36436752,RLY
Baker Street Underground Station,9400ZZLUBST,527950,182050,-0.157130363,51.52288283,MET
Balcombe Rail Station,9100BALCOMB,530670,130115,-0.136933678,51.05552166,RLY
Baldock Rail Station,9100BALDOCK,524540,234264,-0.187563674,51.99287121,RLY
Balham Rail Station,9100BALHAM,528500,173200,-0.152424416,51.44322487,RLY
Balham Underground Station,9400ZZLUBLM,528460,173206,-0.152997472,51.44328786,MET
Bank DLR Station,9400ZZDLBNK,532738,181099,-0.088514877,51.5132328,MET
Bank Underground Station,9400ZZLUBNK,532707,181119,-0.088953827,51.51341981,MET
Banstead Rail Station,9100BANSTED,524588,160432,-0.213158852,51.32934885,RLY
Barbican Rail Station,9100BRBCNLT,532100,181800,-0.097441098,51.51968172,RLY
Barbican Underground Station,9400ZZLUBBN,532060,181865,-0.097992938,51.52027518,MET
Barking Rail Station,9100BARKING,544410,184340,0.080902514,51.53949472,RLY
Barking Underground Station,9400ZZLUBKG,544421,184321,0.081053225,51.53932118,MET
Barkingside Underground Station,9400ZZLUBKE,544796,189492,0.0885847,51.58568867,MET
Barming Rail Station,9100BARMING,572970,156891,0.478958203,51.2848952,RLY
Barnehurst Rail Station,9100BRNHRST,550115,176210,0.159646308,51.46495913,RLY
Barnes Bridge Rail Station,9100BNSBDGE,521460,176230,-0.252630156,51.47200852,RLY
Barnes Rail Station,9100BARNES,522200,175700,-0.242164212,51.46708609,RLY
Barons Court Underground Station,9400ZZLUBSC,524133,178331,-0.213426904,51.49031092,MET
Basildon Rail Station,9100BASILDN,570368,188330,0.456788965,51.56810649,RLY
Bat & Ball Rail Station,9100BATABAL,553100,156800,0.194227574,51.28976078,RLY
Battersea Park Rail Station,9100BATRSPK,528745,176960,-0.14753344,51.47695975,RLY
Battersea Power Station Underground Station,9400ZZBPSUST,529111,177300,-0.142142056,51.47993192,MET
Battlesbridge Rail Station,9100BTLSBDG,577665,194895,0.565285635,51.6248254,RLY
Bayford Rail Station,9100BAYFORD,531537,208274,-0.095609939,51.75771643,RLY
Bayswater Underground Station,9400ZZLUBWT,525842,180818,-0.187937927,51.5122841,MET
Beaconsfield Rail Station,9100BCNSFLD,494004,191144,-0.643822198,51.61129124,RLY
Bearsted Rail Station,9100BSTD,579882,156119,0.577580482,51.27582146,RLY
Beckenham Hill Rail Station,9100BCKNHMH,538040,171375,-0.01595103,51.42458255,RLY
Beckenham Junction Rail Station,9100BCKNHMJ,537395,169850,-0.025812742,51.41103511,RLY
Beckenham Junction Rail Station,9100BCKNMJC,537380,169865,-0.02602248,51.41117353,RLY
Beckenham Junction Tram Stop,9400ZZCRBEK,537355,169815,-0.026401072,51.41073027,MET
Beckenham Road Tram Stop,9400ZZCRBRD,536175,169650,-0.043420578,51.40953187,MET
Beckton DLR Station,9400ZZDLBEC,543140,181507,0.061452566,51.51436173,MET
Beckton Park DLR Station,9400ZZDLBPK,542705,180875,0.054932371,51.50879274,MET
Becontree Underground Station,9400ZZLUBEC,547605,184525,0.127016019,51.54033126,MET
Beddington Lane Tram Stop,9400ZZCRBED,529365,167215,-0.142167082,51.38924181,MET
Belgrave Walk Tram Stop,9400ZZCRBGV,526804,168455,-0.178510762,51.40096328,MET
Bellingham Rail Station,9100BELNGHM,537780,172295,-0.019330725,51.43291306,RLY
Belmont Rail Station,9100BELM,525545,162065,-0.198855045,51.3438148,RLY
Belsize Park Underground Station,9400ZZLUBZP,527352,185087,-0.164647559,51.55031075,MET
Beltring Rail Station,9100BLTRNAB,568000,147800,0.403495596,51.20470872,RLY
Belvedere Rail Station,9100BELVEDR,549515,179215,0.152286191,51.4921182,RLY
Benfleet Rail Station,9100BENFLET,577733,185893,0.561713471,51.54394507,RLY
Berkhamsted Rail Station,9100BERKHMD,499336,208139,-0.5620129,51.76313385,RLY
Bermondsey Underground Station,9400ZZLUBMY,534500,179445,-0.063768514,51.49795311,MET
Berrylands Rail Station,9100BRLANDS,519700,168070,-0.28071359,51.39904518,RLY
Betchworth Rail Station,9100BTCHWTH,521052,151317,-0.266972937,51.24818921,RLY
Bethnal Green Rail Station,9100BTHNLGR,534715,182340,-0.059567964,51.52391727,RLY
Bethnal Green Underground Station,9400ZZLUBLG,534987,182715,-0.055506132,51.52722222,MET
Bexley Rail Station,9100BEXLEY,549380,173435,0.147902586,51.44021948,RLY
Bexleyheath Rail Station,9100BXLYHTH,548320,175995,0.133734962,51.46350015,RLY
Bickley Rail Station,9100BICKLEY,542370,168770,0.045240627,51.40010421,RLY
Billericay Rail Station,9100BILERCY,567500,195000,0.418629722,51.62888366,RLY
Billingshurst Rail Station,9100BILSHST,508803,125123,-0.450302154,51.01520448,RLY
Birkbeck Rail Station,9100BIRKBCK,535335,169000,-0.055738658,51.4038916,RLY
Birkbeck Tram Stop,9400ZZCRBIR,535332,168986,-0.055787097,51.4037665,MET
Bishops Stortford Rail Station,9100BSHPSFD,549155,220894,0.164894196,51.86669138,RLY
Blackfriars Underground Station,9400ZZLUBKF,531692,180888,-0.103658538,51.5115812,MET
Blackheath Rail Station,9100BLKHTH,539640,176005,0.008871956,51.46579624,RLY
Blackhorse Lane Tram Stop,9400ZZCRBLA,534360,166845,-0.070562212,51.38475724,MET
Blackhorse Road Rail Station,9100BLCHSRD,535800,189345,-0.04123566,51.58660548,RLY
Blackhorse Road Underground Station,9400ZZLUBLR,535805,189380,-0.041150007,51.58691879,MET
Blackwall DLR Station,9400ZZDLBLA,538412,180667,-0.006968825,51.50799058,MET
Blackwater Rail Station,9100BCKWATR,485320,159875,-0.776740936,51.33158158,RLY
Bletchley Rail Station,9100BLTCHLY,486859,233741,-0.736320418,51.99533445,RLY
Bond Street Underground Station,9400ZZLUBND,528488,181109,-0.149722764,51.51430429,MET
Bookham Rail Station,9100BOOKHAM,512784,155640,-0.384020606,51.28873866,RLY
Borough Green & Wrotham Rail Station,9100BORWGAW,560898,157424,0.306245061,51.29321924,RLY
Borough Underground Station,9400ZZLUBOR,532436,179752,-0.093369776,51.50119884,MET
Boston Manor Underground Station,9400ZZLUBOS,516378,178740,-0.324939235,51.49563457,MET
Bounds Green Underground Station,9400ZZLUBDS,529992,191466,-0.124234714,51.60703434,MET
Bourne End Rail Station,9100BORNEND,489456,187260,-0.71047346,51.5771179,RLY
Bow Church DLR Station,9400ZZDLBOW,537383,182850,-0.020936278,51.52785805,MET
Bow Road Underground Station,9400ZZLUBWR,537095,182740,-0.025128086,51.52693951,MET
Bowes Park Rail Station,9100BOWESPK,530245,191470,-0.120581874,51.60701188,RLY
Box Hill & Westhumble Rail Station,9100BOXHAWH,516744,151865,-0.328489875,51.25401185,RLY
Bracknell Rail Station,9100BRACKNL,486910,168969,-0.751703561,51.41309189,RLY
Braintree Freeport Rail Station,9100BRAINFP,576925,222100,0.568434815,51.86941614,RLY
Braintree Rail Station,9100BRAINTR,576093,222736,0.556687108,51.87539168,RLY
Brent Cross Underground Station,9400ZZLUBTX,523885,187932,-0.213622466,51.57664989,MET
Brentford Rail Station,9100BNTFORD,517460,177865,-0.309650918,51.48754691,RLY
Brentwood Rail Station,9100BRTWOOD,559315,193035,0.299585881,51.61360524,RLY
Bricket Wood Rail Station,9100BCWD,513482,202017,-0.359114962,51.70542789,RLY
Brimsdown Rail Station,9100BRIMSDN,536315,197035,-0.03081735,51.65558337,RLY
Brixton Rail Station,9100BRIXTON,531100,175500,-0.114183399,51.46329893,RLY
Brixton Underground Station,9400ZZLUBXN,531053,175423,-0.114888094,51.46261783,MET
Brockley Rail Station,9100BROCKLY,536420,175790,-0.03753661,51.46464885,RLY
Bromley North Rail Station,9100BROMLYN,540380,169630,0.016992721,51.40832772,RLY
Bromley South Rail Station,9100BROMLYS,540430,168702,0.017344113,51.39997632,RLY
Bromley-by-Bow Underground Station,9400ZZLUBBB,538044,182532,-0.011538237,51.52483944,MET
Brondesbury Park Rail Station,9100BRBYPK,524225,183940,-0.210127586,51.54069912,RLY
Brondesbury Rail Station,9100BRBY,524755,184450,-0.202308655,51.54516569,RLY
Brookmans Park Rail Station,9100BRKMNPK,524119,204007,-0.20454865,51.72106176,RLY
Brookwood Rail Station,9100BRKWOOD,495200,156954,-0.635747816,51.30375793,RLY
Broxbourne Rail Station,9100BROXBRN,537403,207228,-0.01108664,51.7469104,RLY
Bruce Grove Rail Station,9100BRUCGRV,533795,190110,-0.069866988,51.59395912,RLY
Buckhurst Hill Underground Station,9400ZZLUBKH,541771,193960,0.046757152,51.62660464,MET
Burnham (Berks) Rail Station,9100BNHAM,494008,181378,-0.646373739,51.52350552,RLY
Burnt Oak Underground Station,9400ZZLUBTK,520322,190753,-0.264047858,51.6027738,MET
Bush Hill Park Rail Station,9100BHILLPK,533700,195400,-0.069221032,51.64151854,RLY
Bushey Rail Station,9100BUSHEY,511858,195322,-0.384749078,51.64558158,RLY
Bushey Rail Station,9100BUSHYDC,511818,195340,-0.385321191,51.6457513,RLY
Byfleet & New Haw Rail Station,9100BYFLANH,505854,162285,-0.481389688,51.34979665,RLY
Caledonian Road & Barnsbury Rail Station,9100CLDNNRB,530695,184363,-0.116729169,51.5430408,RLY
Caledonian Road Underground Station,9400ZZLUCAR,530557,184969,-0.118493377,51.54851855,MET
Camberley Rail Station,9100CMBLEY,487573,160441,-0.744271631,51.33632762,RLY
Cambridge Heath (London) Rail Station,9100CAMHTH,534850,183240,-0.057278984,51.5319727,RLY
Camden Road Rail Station,9100CMDNRD,529175,184185,-0.138700821,51.54179079,RLY
Camden Town Underground Station,9400ZZLUCTN,528902,183900,-0.142739508,51.53929194,MET
Canada Water Rail Station,9100CNDAW,535475,179475,-0.049719754,51.49799009,RLY
Canada Water Underground Station,9400ZZLUCWR,535475,179470,-0.049721672,51.49794516,MET
Canary Wharf DLR Station,9400ZZDLCAN,537448,180290,-0.020997272,51.50483791,MET
Canary Wharf Underground Station,9400ZZLUCYF,537643,180145,-0.018245989,51.50348751,MET
Canning Town DLR Station,9400ZZDLCGT,539439,181378,0.008100758,51.51412731,MET
Canning Town Rail Station,9100CNTN,539300,181600,0.006186566,51.51615644,RLY
Canning Town Underground Station,9400ZZLUCGT,539456,181318,0.008321873,51.51358396,MET
Cannon Street Underground Station,9400ZZLUCST,532610,180904,-0.090431655,51.51151048,MET
Canonbury Rail Station,9100CNNB,532380,185040,-0.092190848,51.54873225,RLY
Canons Park Underground Station,9400ZZLUCPK,518187,191251,-0.294692944,51.60770113,MET
Carpenders Park Rail Station,9100CRPNDPK,511818,193404,-0.385939032,51.62835115,RLY
Carshalton Beeches Rail Station,9100CRSHLTB,527531,163627,-0.169796965,51.35741096,RLY
Carshalton Rail Station,9100CRSHLTN,527739,164861,-0.166368456,51.36845431,RLY
Castle Bar Park Rail Station,9100CBARPAR,515850,181765,-0.331548862,51.5229305,RLY
Caterham Rail Station,9100CATERHM,534120,155420,-0.078307041,51.28214149,RLY
Catford Bridge Rail Station,9100CATFBDG,537365,173600,-0.024791093,51.44474074,RLY
Catford Rail Station,9100CATFORD,537260,173560,-0.026316515,51.44440672,RLY
Centrale Tram Stop,9400ZZCRCTR,532065,165785,-0.103916741,51.37576947,MET
Chadwell Heath Rail Station,9100CHDWLHT,547650,187610,0.128958453,51.56803876,RLY
Chafford Hundred Rail Station,9100CHADHDD,558920,178770,0.287447021,51.48555724,RLY
Chalfont & Latimer Rail Station,9100CHLFNAL,499647,197573,-0.560526316,51.66810844,RLY
Chalfont & Latimer Underground Station,9400ZZLUCAL,499636,197559,-0.560689308,51.66798455,MET
Chalk Farm Underground Station,9400ZZLUCFM,528150,184418,-0.15338818,51.54411813,MET
Chancery Lane Underground Station,9400ZZLUCHL,531123,181615,-0.111583071,51.51824664,MET
Charing Cross Underground Station,9400ZZLUCHX,530065,180382,-0.127277175,51.50741049,MET
Charlton Rail Station,9100CRLN,541130,178385,0.031257577,51.48681329,RLY
Chatham Rail Station,9100CHATHAM,575547,167608,0.521150827,51.38037859,RLY
Cheam Rail Station,9100CHEAM,524447,163336,-0.214167444,51.35547892,RLY
Cheddington Rail Station,9100CHDNGTN,492232,218549,-0.662151787,51.85791824,RLY
Chelmsford Rail Station,9100CHLMSFD,570552,207068,0.468572197,51.73637265,RLY
Chelsfield Rail Station,9100CHLSFLD,546950,164020,0.109069904,51.35625594,RLY
Chertsey Rail Station,9100CHTSEY,503825,166390,-0.509316546,51.38706886,RLY
Chesham Underground Station,9400ZZLUCSM,496070,201635,-0.611115427,51.70524213,MET
Cheshunt Rail Station,9100CHESHNT,536647,202307,-0.023959641,51.70287619,RLY
Chessington North Rail Station,9100CHSSN,518400,164145,-0.30069906,51.36404107,RLY
Chessington South Rail Station,9100CHSSS,517900,163300,-0.308157496,51.35655031,RLY
Chigwell Underground Station,9400ZZLUCWL,543756,193049,0.07504066,51.6179158,MET
Chilworth Rail Station,9100CHLWTH,503130,147257,-0.524824057,51.21521317,RLY
Chingford Rail Station,9100CHINGFD,539200,194610,0.009897125,51.63308667,RLY
Chipstead Rail Station,9100CHSD,527685,158275,-0.169503146,51.30927731,RLY
Chislehurst Rail Station,9100CHSLHRS,543200,169400,0.057418056,51.40555654,RLY
Chiswick Park Underground Station,9400ZZLUCWP,520335,178720,-0.267972068,51.49462724,MET
Chiswick Rail Station,9100CHISWCK,520380,177220,-0.267835128,51.48113662,RLY
Chorleywood Rail Station,9100CHRW,502597,196090,-0.518319982,51.65424862,RLY
Chorleywood Underground Station,9400ZZLUCYD,502587,196102,-0.518460967,51.6543583,MET
Christs Hospital Rail Station,9100CHRSTSH,514800,129200,-0.363556262,51.05068601,RLY
Church Street Tram Stop,9400ZZCRCHR,532040,165555,-0.104361107,51.37370833,MET
City Thameslink Rail Station,9100CTMSLNK,531690,181150,-0.103589563,51.51393614,RLY
Clandon Rail Station,9100CLANDON,504560,152714,-0.502766029,51.26400526,RLY
Clapham Common Underground Station,9400ZZLUCPC,529428,175284,-0.138317382,51.46174224,MET
Clapham High Street Rail Station,9100CLPHHS,529820,175710,-0.132521606,51.46548091,RLY
Clapham Junction Rail Station,9100CLPHMJ1,527205,175500,-0.170221399,51.4641869,RLY
Clapham Junction Rail Station,9100CLPHMJ2,527200,175500,-0.170293337,51.46418802,RLY
Clapham Junction Rail Station,9100CLPHMJC,527201,175500,-0.170278949,51.4641878,RLY
Clapham Junction Rail Station,9100CLPHMJM,527202,175500,-0.170264562,51.46418757,RLY
Clapham Junction Rail Station,9100CLPHMJW,527203,175500,-0.170250174,51.46418735,RLY
Clapham North Underground Station,9400ZZLUCPN,529995,175676,-0.130016265,51.46513523,MET
Clapham South Underground Station,9400ZZLUCPS,528810,174257,-0.147581973,51.45265362,MET
Clapton Rail Station,9100CLAPTON,534780,186540,-0.057024575,51.56164393,RLY
Claygate Rail Station,9100CLYGATE,515097,163755,-0.348247717,51.36121401,RLY
Clock House Rail Station,9100CLOCKHS,536370,169550,-0.040656982,51.40858641,RLY
Cobham & Stoke d'Abernon Rail Station,9100CBHMSDA,512341,158897,-0.389346295,51.31810074,RLY
Cockfosters Underground Station,9400ZZLUCKS,528140,196369,-0.149171087,51.65151961,MET
Colindale Underground Station,9400ZZLUCND,521320,189959,-0.249919127,51.59542414,MET
Colliers Wood Underground Station,9400ZZLUCSD,526786,170368,-0.17808612,51.41815954,MET
Cookham Rail Station,9100COOKHAM,488690,185060,-0.722078985,51.55746272,RLY
Coombe Lane Tram Stop,9400ZZCRCOO,535199,164089,-0.059560197,51.3597914,MET
Coulsdon South Rail Station,9100COLSDNS,529870,159060,-0.137887214,51.31583815,RLY
Coulsdon Town Rail Station,9100COLSTWN,530091,159756,-0.134464151,51.32204264,RLY
Covent Garden Underground Station,9400ZZLUCGN,530246,181019,-0.124435547,51.51309332,MET
Cowden Rail Station,9100COWDEN,547658,141714,0.110032812,51.15563724,RLY
Crawley Rail Station,9100CRAWLEY,527029,136332,-0.186672856,51.1122138,RLY
Crayford Rail Station,9100CRFD,551510,174395,0.178936169,51.44827991,RLY
Cressing Rail Station,9100CRESING,577648,220224,0.577961168,51.85233671,RLY
Crews Hill Rail Station,9100CRHL,530970,200110,-0.106887015,51.68448582,RLY
Cricklewood Rail Station,9100CRKLWD,524000,185910,-0.212676556,51.55845296,RLY
Crofton Park Rail Station,9100CFPK,536520,174740,-0.036502962,51.4551892,RLY
Crossharbour DLR Station,9400ZZDLCLA,537919,179289,-0.014606303,51.49572822,MET
Crouch Hill Rail Station,9100CROUCHH,530585,187505,-0.117148739,51.57130188,RLY
Crowborough Rail Station,9100CBGH,553472,129725,0.188012504,51.04638156,RLY
Croxley Underground Station,9400ZZLUCXY,507913,195399,-0.441718065,51.64704374,MET
Crystal Palace Rail Station,9100CRYSTLP,534120,170550,-0.072609797,51.41810903,RLY
Cuffley Rail Station,9100CUFFLEY,530700,202800,-0.109783332,51.70872172,RLY
Custom House (for ExCel) DLR Station,9400ZZDLCUS,540743,180923,0.026698992,51.50971571,MET
Custom House Rail Station,9100CUSTMHS,540760,180950,0.026954565,51.5099541,RLY
Cutty Sark (for Maritime Greenwich) DLR Station,9400ZZDLCUT,538225,177733,-0.010809782,51.48167125,MET
Cuxton Rail Station,9100CXTN,571435,166750,0.461708697,51.3739266,RLY
Cyprus DLR Station,9400ZZDLCYP,543330,180857,0.063924803,51.50847296,MET
Dagenham Dock Rail Station,9100DGNHMDC,548975,182980,0.146102979,51.52608967,RLY
Dagenham East Underground Station,9400ZZLUDGE,550297,185023,0.166016584,51.54409601,MET
Dagenham Heathway Underground Station,9400ZZLUDGY,549023,184712,0.147526787,51.5416392,MET
Dalston Junction Rail Station,9100DALS,533570,184780,-0.07513749,51.54611563,RLY
Dalston Kingsland Rail Station,9100DALSKLD,533525,185005,-0.075700745,51.54814819,RLY
Dartford Rail Station,9100DARTFD,554314,174378,0.219247891,51.44737068,RLY
Datchet Rail Station,9100DATCHET,498740,176970,-0.579421829,51.48307687,RLY
Debden Underground Station,9400ZZLUDBN,544274,196121,0.083782176,51.64538627,MET
Denham Golf Club Rail Station,9100DENHMGC,502800,187900,-0.517786602,51.58059767,RLY
Denham Rail Station,9100DENHAM,504214,187733,-0.497436774,51.57883725,RLY
Denmark Hill Rail Station,9100DENMRKH,532810,176090,-0.089360803,51.46820267,RLY
Deptford Bridge DLR Station,9400ZZDLDEP,537440,176882,-0.022438132,51.47421517,MET
Deptford Rail Station,9100DEPTFD,537160,177390,-0.026270131,51.47884803,RLY
Devons Road DLR Station,9400ZZDLDEV,537629,182279,-0.0176152,51.52266717,MET
Dollis Hill Underground Station,9400ZZLUDOH,522188,185143,-0.239067764,51.55195487,MET
Dorking Deepdene Rail Station,9100DEPDENE,517051,150180,-0.324643108,51.23880419,RLY
Dorking Rail Station,9100DORKING,517073,150417,-0.324250704,51.24092984,RLY
Dorking West Rail Station,9100DRKGW,515987,149869,-0.339978482,51.23622597,RLY
Dormans Rail Station,9100DORMANS,539662,141508,-0.004308182,51.1557918,RLY
Drayton Green Rail Station,9100DRAYGRN,515960,181065,-0.330194174,51.51661662,RLY
Drayton Park Rail Station,9100DRYP,531445,185465,-0.105508928,51.55276987,RLY
Dundonald Road Tram Stop,9400ZZCRDDR,524730,170250,-0.207679162,51.41755471,MET
Dunton Green Rail Station,9100DTNG,551454,157500,0.170937209,51.29649026,RLY
Ealing Broadway Rail Station,9100EALINGB,517938,180913,-0.301751691,51.51484145,RLY
Ealing Broadway Underground Station,9400ZZLUEBY,517958,180933,-0.301456914,51.51501703,MET
Ealing Common Underground Station,9400ZZLUECM,518886,180412,-0.288265083,51.51014025,MET
Earl's Court Underground Station,9400ZZLUECT,525520,178560,-0.193378343,51.49206305,MET
